zeit,station,gemessen_kn,grad,arome_kn
2026-09-06T11:00+02:00,Cullera Faro,1,264,1.6
2026-09-06T11:10+02:00,Cullera San Antonio,1,125,1.6
2026-09-06T14:40+02:00,Cullera Faro,3,163,7.0
2026-09-06T14:50+02:00,Cullera San Antonio,3,161,7.0
2026-09-06T18:10+02:00,Cullera Faro,6,210,10.7
2026-09-06T18:16+02:00,Cullera San Antonio,3,138,10.7
2026-09-06T20:30+02:00,Cullera Faro,2,213,8.1
2026-09-06T20:30+02:00,Cullera San Antonio,2,163,8.1
2026-09-06T23:00+02:00,Cullera Faro,0,78,5.0
2026-09-06T23:05+02:00,Cullera San Antonio,2,272,5.0
2026-09-07T11:40+02:00,Cullera Faro,1,84,3.6
2026-09-07T11:55+02:00,Cullera San Antonio,3,76,3.6
2026-09-07T17:40+02:00,Cullera Faro,2,96,7.4
2026-09-07T17:55+02:00,Cullera San Antonio,3,70,7.4
2026-09-07T21:40+02:00,Cullera Faro,12,259,7.8
2026-09-07T21:45+02:00,Cullera San Antonio,3,252,7.8
2026-09-08T11:10+02:00,Cullera Faro,2,150,4.3
2026-09-08T11:25+02:00,Cullera San Antonio,2,101,4.3
2026-09-08T15:30+02:00,Cullera Faro,10,157,4.0
2026-09-08T15:40+02:00,Cullera San Antonio,3,95,4.0
2026-09-08T19:40+02:00,Cullera Faro,0,238,8.1
2026-09-08T19:45+02:00,Cullera San Antonio,3,90,8.1
2026-09-08T22:40+02:00,Cullera Faro,10,262,0.8
2026-09-08T22:55+02:00,Cullera San Antonio,8,313,0.8
2026-09-09T11:10+02:00,Cullera Faro,3,34,7.5
2026-09-09T11:25+02:00,Cullera San Antonio,3,92,7.5
2026-09-09T16:20+02:00,Cullera Faro,7,240,7.0
2026-09-09T16:15+02:00,Cullera San Antonio,2,292,7.0
2026-09-09T19:40+02:00,Cullera Faro,2,129,6.0
2026-09-09T19:50+02:00,Cullera San Antonio,1,186,6.0
2026-09-09T22:50+02:00,Cullera Faro,6,259,6.1
2026-09-09T22:45+02:00,Cullera San Antonio,0,41,6.1
2026-09-10T11:10+02:00,Cullera Faro,1,286,5.3
2026-09-10T11:25+02:00,Cullera San Antonio,3,302,5.3
2026-09-10T15:30+02:00,Cullera Faro,7,99,2.7
2026-09-10T15:40+02:00,Cullera San Antonio,4,105,2.7
2026-09-10T17:48+02:00,Cullera Marenyet,8,94,6.6
2026-09-10T17:50+02:00,Cullera Faro,3,108,6.6
2026-09-10T17:45+02:00,Cullera San Antonio,2,111,6.6
2026-09-10T18:04+02:00,Cullera Marenyet,10,138,9.5
2026-09-10T18:00+02:00,Cullera Faro,3,124,9.5
2026-09-10T18:05+02:00,Cullera San Antonio,3,191,9.5
2026-09-10T18:19+02:00,Cullera Marenyet,11,139,9.5
2026-09-10T18:20+02:00,Cullera Faro,2,309,9.5
2026-09-10T18:15+02:00,Cullera San Antonio,4,124,9.5
2026-09-10T18:33+02:00,Cullera Marenyet,11,124,9.5
2026-09-10T18:30+02:00,Cullera Faro,5,28,9.5
2026-09-10T18:35+02:00,Cullera San Antonio,5,136,9.5
2026-09-10T18:49+02:00,Cullera Marenyet,11,136,9.5
2026-09-10T18:40+02:00,Cullera Faro,4,191,9.5
2026-09-10T18:45+02:00,Cullera San Antonio,4,254,9.5
2026-09-10T19:04+02:00,Cullera Marenyet,11,160,11.2
2026-09-10T19:00+02:00,Cullera Faro,1,350,11.2
2026-09-10T19:00+02:00,Cullera San Antonio,5,165,11.2
2026-09-10T19:19+02:00,Cullera Marenyet,9,141,11.2
2026-09-10T19:10+02:00,Cullera Faro,5,170,11.2
2026-09-10T19:16+02:00,Cullera San Antonio,4,150,11.2
2026-09-10T19:34+02:00,Cullera Marenyet,10,145,11.2
2026-09-10T19:30+02:00,Cullera Faro,2,160,11.2
2026-09-10T19:30+02:00,Cullera San Antonio,5,148,11.2
2026-09-10T19:48+02:00,Cullera Marenyet,9,149,11.2
2026-09-10T19:40+02:00,Cullera Faro,2,69,11.2
2026-09-10T19:50+02:00,Cullera San Antonio,7,204,11.2
2026-09-10T20:03+02:00,Cullera Marenyet,6,135,10.5
2026-09-10T20:00+02:00,Cullera Faro,4,144,10.5
2026-09-10T20:00+02:00,Cullera San Antonio,6,194,10.5
2026-09-10T20:23+02:00,Cullera Marenyet,9,146,10.5
2026-09-10T20:10+02:00,Cullera Faro,5,135,10.5
2026-09-10T20:20+02:00,Cullera San Antonio,4,165,10.5
2026-09-10T20:39+02:00,Cullera Marenyet,7,176,10.5
2026-09-10T20:30+02:00,Cullera Faro,1,136,10.5
2026-09-10T20:35+02:00,Cullera San Antonio,5,221,10.5
2026-09-10T20:49+02:00,Cullera Marenyet,3,165,9.9
2026-09-10T20:40+02:00,Cullera Faro,3,107,9.9
2026-09-10T20:45+02:00,Cullera San Antonio,3,193,9.9
2026-09-10T21:04+02:00,Cullera Marenyet,4,128,8.5
2026-09-10T21:00+02:00,Cullera Faro,1,360,8.5
2026-09-10T21:05+02:00,Cullera San Antonio,3,167,8.5
2026-09-10T21:19+02:00,Cullera Marenyet,5,175,8.5
2026-09-10T21:10+02:00,Cullera Faro,3,44,8.5
2026-09-10T21:20+02:00,Cullera San Antonio,4,149,8.5
2026-09-10T21:33+02:00,Cullera Marenyet,3,195,8.5
2026-09-10T21:30+02:00,Cullera Faro,6,167,8.5
2026-09-10T21:35+02:00,Cullera San Antonio,4,115,8.5
2026-09-10T21:49+02:00,Cullera Marenyet,3,183,8.5
2026-09-10T21:40+02:00,Cullera Faro,5,131,8.5
2026-09-10T21:50+02:00,Cullera San Antonio,3,199,8.5
2026-09-10T22:03+02:00,Cullera Marenyet,3,181,5.6
2026-09-10T22:00+02:00,Cullera Faro,4,209,5.6
2026-09-10T22:05+02:00,Cullera San Antonio,0,284,5.6
2026-09-10T23:19+02:00,Cullera Marenyet,0,246,2.5
2026-09-10T23:20+02:00,Cullera Faro,2,126,2.5
2026-09-10T23:20+02:00,Cullera San Antonio,0,98,2.5
2026-09-11T11:14+02:00,Cullera Marenyet,4,58,3.3
2026-09-11T11:20+02:00,Cullera Faro,2,249,3.3
2026-09-11T11:10+02:00,Cullera San Antonio,3,350,3.3
2026-09-11T11:29+02:00,Cullera Marenyet,4,65,3.3
2026-09-11T11:30+02:00,Cullera Faro,2,37,3.3
2026-09-11T11:30+02:00,Cullera San Antonio,2,119,3.3
2026-09-11T11:43+02:00,Cullera Marenyet,6,83,3.3
2026-09-11T11:50+02:00,Cullera Faro,5,71,3.3
2026-09-11T11:40+02:00,Cullera San Antonio,3,107,3.3
2026-09-11T11:59+02:00,Cullera Marenyet,7,86,1.0
2026-09-11T12:00+02:00,Cullera Faro,3,96,1.0
2026-09-11T11:55+02:00,Cullera San Antonio,6,113,1.0
2026-09-11T12:14+02:00,Cullera Marenyet,7,80,1.0
2026-09-11T12:20+02:00,Cullera Faro,3,84,1.0
2026-09-11T12:10+02:00,Cullera San Antonio,5,101,1.0
2026-09-11T12:29+02:00,Cullera Marenyet,5,86,1.0
2026-09-11T12:30+02:00,Cullera Faro,4,102,1.0
2026-09-11T12:25+02:00,Cullera San Antonio,5,89,1.0
2026-09-11T12:44+02:00,Cullera Marenyet,6,88,1.0
2026-09-11T12:40+02:00,Cullera Faro,4,83,1.0
2026-09-11T12:41+02:00,Cullera San Antonio,5,90,1.0
2026-09-11T12:59+02:00,Cullera Marenyet,8,89,6.0
2026-09-11T13:00+02:00,Cullera Faro,4,117,6.0
2026-09-11T12:55+02:00,Cullera San Antonio,5,99,6.0
2026-09-11T13:14+02:00,Cullera Marenyet,6,79,6.0
2026-09-11T13:10+02:00,Cullera Faro,2,360,6.0
2026-09-11T13:11+02:00,Cullera San Antonio,5,103,6.0
2026-09-11T13:29+02:00,Cullera Marenyet,6,82,6.0
2026-09-11T13:30+02:00,Cullera Faro,5,139,6.0
2026-09-11T13:25+02:00,Cullera San Antonio,5,98,6.0
2026-09-11T13:44+02:00,Cullera Marenyet,8,78,6.0
2026-09-11T13:40+02:00,Cullera Faro,6,360,6.0
2026-09-11T13:45+02:00,Cullera San Antonio,6,111,6.0
2026-09-11T13:59+02:00,Cullera Marenyet,8,67,7.4
2026-09-11T14:00+02:00,Cullera Faro,8,96,7.4
2026-09-11T14:00+02:00,Cullera San Antonio,3,129,7.4
2026-09-11T14:14+02:00,Cullera Marenyet,9,71,7.4
2026-09-11T14:10+02:00,Cullera Faro,8,86,7.4
2026-09-11T14:15+02:00,Cullera San Antonio,4,117,7.4
2026-09-11T14:29+02:00,Cullera Marenyet,9,75,7.4
2026-09-11T14:30+02:00,Cullera Faro,7,119,7.4
2026-09-11T14:30+02:00,Cullera San Antonio,7,97,7.4
2026-09-11T14:44+02:00,Cullera Marenyet,10.4,89,7.4
2026-09-11T14:40+02:00,Cullera Faro,4.3,114,7.4
2026-09-11T14:45+02:00,Cullera San Antonio,7.8,69,7.4
2026-09-11T14:58+02:00,Cullera Marenyet,8.7,93,8.0
2026-09-11T15:00+02:00,Cullera Faro,3.5,259,8.0
2026-09-11T15:00+02:00,Cullera San Antonio,2.6,52,8.0
2026-09-11T15:14+02:00,Cullera Marenyet,9.6,96,8.4
2026-09-11T15:10+02:00,Cullera Faro,7.0,180,8.4
2026-09-11T15:15+02:00,Cullera San Antonio,2.6,182,8.4
2026-09-11T15:29+02:00,Cullera Marenyet,7.0,127,8.4
2026-09-11T15:30+02:00,Cullera Faro,7.0,124,8.4
2026-09-11T15:30+02:00,Cullera San Antonio,3.5,130,8.4
2026-09-11T15:34+02:00,Cullera Marenyet,7.0,136,8.4
2026-09-11T15:35+02:00,Cullera San Antonio,4.3,153,8.4
2026-09-11T15:54+02:00,Cullera Marenyet,12.1,80,8.4
2026-09-11T15:40+02:00,Cullera Faro,6.1,119,8.4
2026-09-11T15:55+02:00,Cullera San Antonio,6.1,129,8.4
2026-09-11T16:08+02:00,Cullera Marenyet,7.0,108,10.2
2026-09-11T16:00+02:00,Cullera Faro,3.5,58,10.2
2026-09-11T16:10+02:00,Cullera San Antonio,6.1,139,10.2
2026-09-11T16:24+02:00,Cullera Marenyet,7.8,115,10.2
2026-09-11T16:10+02:00,Cullera Faro,12.1,138,10.2
2026-09-11T16:25+02:00,Cullera San Antonio,5.2,121,10.2
2026-09-11T16:38+02:00,Cullera Marenyet,7.0,121,10.2
2026-09-11T16:30+02:00,Cullera Faro,4.3,194,10.2
2026-09-11T16:40+02:00,Cullera San Antonio,5.2,153,10.2
2026-09-11T16:54+02:00,Cullera Marenyet,11.3,127,10.2
2026-09-11T16:40+02:00,Cullera Faro,7.8,130,10.2
2026-09-11T16:55+02:00,Cullera San Antonio,6.1,9,10.2
2026-09-11T17:09+02:00,Cullera Marenyet,13.0,109,10.6
2026-09-11T17:00+02:00,Cullera Faro,8.7,121,10.6
2026-09-11T17:05+02:00,Cullera San Antonio,6.1,106,10.6
2026-09-11T17:24+02:00,Cullera Marenyet,13.9,97,10.6
2026-09-11T17:20+02:00,Cullera Faro,5.2,113,10.6
2026-09-11T17:16+02:00,Cullera San Antonio,7.0,141,10.6
2026-09-11T17:39+02:00,Cullera Marenyet,13.9,100,10.6
2026-09-11T17:30+02:00,Cullera Faro,16.5,142,10.6
2026-09-11T17:40+02:00,Cullera San Antonio,4.3,236,10.6
2026-09-11T17:54+02:00,Cullera Marenyet,14.8,117,10.4
2026-09-11T17:40+02:00,Cullera Faro,7.8,88,10.4
2026-09-11T17:55+02:00,Cullera San Antonio,3.5,100,10.4
2026-09-11T18:08+02:00,Cullera Marenyet,14.8,109,13.3
2026-09-11T18:00+02:00,Cullera Faro,7.0,113,13.3
2026-09-11T18:10+02:00,Cullera San Antonio,3.5,106,13.3
2026-09-11T18:24+02:00,Cullera Marenyet,9.6,119,13.3
2026-09-11T18:20+02:00,Cullera Faro,9.6,211,13.3
2026-09-11T18:25+02:00,Cullera San Antonio,3.5,115,13.3
2026-09-11T18:39+02:00,Cullera Marenyet,9.6,130,13.3
2026-09-11T18:30+02:00,Cullera Faro,7.8,127,13.3
2026-09-11T18:40+02:00,Cullera San Antonio,2.6,277,13.3
2026-09-11T18:54+02:00,Cullera Marenyet,12.1,131,13.9
2026-09-11T18:50+02:00,Cullera Faro,4.3,211,13.9
2026-09-11T18:55+02:00,Cullera San Antonio,1.7,136,13.9
2026-09-11T19:09+02:00,Cullera Marenyet,13.9,110,13.9
2026-09-11T19:00+02:00,Cullera Faro,4.3,289,13.9
2026-09-11T19:10+02:00,Cullera San Antonio,3.5,231,13.9
2026-09-11T19:13+02:00,Cullera Marenyet,13.0,153,13.9
2026-09-11T19:20+02:00,Cullera Faro,10.4,105,13.9
2026-09-11T19:15+02:00,Cullera San Antonio,2.6,236,13.9
2026-09-11T19:29+02:00,Cullera Marenyet,8.7,131,13.9
2026-09-11T19:30+02:00,Cullera Faro,6.1,117,13.9
2026-09-11T19:30+02:00,Cullera San Antonio,2.6,162,13.9
2026-09-11T19:44+02:00,Cullera Marenyet,9.6,146,13.9
2026-09-11T19:50+02:00,Cullera Faro,4.3,205,13.9
2026-09-11T19:45+02:00,Cullera San Antonio,4.3,246,13.9
2026-09-11T19:59+02:00,Cullera Marenyet,5.2,120,14.4
2026-09-11T20:00+02:00,Cullera Faro,12.1,360,14.4
2026-09-11T20:00+02:00,Cullera San Antonio,4.3,195,14.4
2026-09-11T20:14+02:00,Cullera Marenyet,12.1,135,14.4
2026-09-11T20:10+02:00,Cullera Faro,6.1,360,14.4
2026-09-11T20:15+02:00,Cullera San Antonio,3.5,244,14.4
